mjd_utc	longitude_deg	radius_au
60993.707532607	-191.432311699	1.480443434
60993.749199274	-191.490469299	1.481052802
60993.790865941	-191.548578669	1.481663467
60993.832532607	-191.606639768	1.482275428
60993.874199274	-191.664652555	1.482888682
60993.915865941	-191.722616989	1.483503229
60993.957532607	-191.780533032	1.484119066
60993.999199274	-191.838400644	1.484736192
60994.040865941	-191.896219786	1.485354605
60994.082532607	-191.953990418	1.485974304
60994.124199274	-192.011712503	1.486595286
60994.165865941	-192.069386003	1.487217550
60994.207532607	-192.127010881	1.487841094
60994.249199274	-192.184587099	1.488465916
60994.290865941	-192.242114622	1.489092016
60994.332532607	-192.299593412	1.489719390
60994.374199274	-192.357023434	1.490348038
60994.415865941	-192.414404653	1.490977958
60994.457532607	-192.471737033	1.491609147
60994.499199274	-192.529020540	1.492241605
60994.540865941	-192.586255140	1.492875330
60994.582532607	-192.643440799	1.493510319
60994.624199274	-192.700577484	1.494146571
60994.665865941	-192.757665161	1.494784085
60994.707532607	-192.814703797	1.495422858
60994.749199274	-192.871693362	1.496062890
60994.790865941	-192.928633822	1.496704178
60994.832532607	-192.985525147	1.497346720
60994.874199274	-193.042367305	1.497990515
60994.915865941	-193.099160266	1.498635562
60994.957532607	-193.155903999	1.499281857
60994.999199274	-193.212598474	1.499929401
60995.040865940	-193.269243663	1.500578190
60995.082532607	-193.325839535	1.501228224
60995.124199273	-193.382386062	1.501879501
60995.165865940	-193.438883216	1.502532018
60995.207532607	-193.495330968	1.503185774
60995.249199273	-193.551729292	1.503840768
60995.290865940	-193.608078159	1.504496998
60995.332532606	-193.664377544	1.505154461
60995.374199273	-193.720627419	1.505813157
60995.415865940	-193.776827758	1.506473084
60995.457532606	-193.832978536	1.507134239
60995.499199273	-193.889079728	1.507796621
60995.540865940	-193.945131308	1.508460229
60995.582532606	-194.001133252	1.509125061
60995.624199273	-194.057085535	1.509791114
60995.665865940	-194.112988134	1.510458388
60995.707532606	-194.168841025	1.511126881
